sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
men,5 least deprived,pakistani,Yorkshire and the Humber,never_smoker,44,1.4493150367833587,40—44
men,5 least deprived,white,East Midlands,ex_smoker,44,30.14253287014511,40—44
men,5 least deprived,white,East Midlands,never_smoker,44,63.26613461915674,40—44
men,5 least deprived,white,East Midlands,smoker,44,24.134373513365244,40—44
men,5 least deprived,white,East of England,ex_smoker,44,61.09608440219591,40—44
men,5 least deprived,white,East of England,never_smoker,44,77.96489917966942,40—44
men,5 least deprived,white,East of England,smoker,44,34.62191739599188,40—44
men,5 least deprived,white,London,ex_smoker,44,35.49041057838661,40—44
men,5 least deprived,white,London,never_smoker,44,46.01754574813276,40—44
men,5 least deprived,white,London,smoker,44,17.898630010147134,40—44
men,5 least deprived,white,North East,ex_smoker,44,15.192117578435816,40—44
men,5 least deprived,white,North East,never_smoker,44,26.876712170218163,40—44
men,5 least deprived,white,North East,smoker,44,3.375342434043633,40—44
men,5 least deprived,white,North West,ex_smoker,44,45.81095858701167,40—44
men,5 least deprived,white,North West,never_smoker,44,73.76888915781565,40—44
men,5 least deprived,white,North West,smoker,44,22.087671137747336,40—44
men,5 least deprived,white,South Central,ex_smoker,44,62.73972571029934,40—44
men,5 least deprived,white,South Central,never_smoker,44,106.3234063943402,40—44
men,5 least deprived,white,South Central,smoker,44,36.594812073910504,40—44
men,5 least deprived,white,South East Coast,ex_smoker,44,45.238774881876694,40—44
men,5 least deprived,white,South East Coast,never_smoker,44,99.2196113269283,40—44
men,5 least deprived,white,South East Coast,smoker,44,35.49597246715004,40—44
men,5 least deprived,white,South West,ex_smoker,44,45.48767085235921,40—44
men,5 least deprived,white,South West,never_smoker,44,73.99473693261999,40—44
men,5 least deprived,white,South West,smoker,44,26.161643613647893,40—44
men,5 least deprived,white,West Midlands,ex_smoker,44,26.03013682775241,40—44
men,5 least deprived,white,West Midlands,never_smoker,44,43.14011483441251,40—44
men,5 least deprived,white,West Midlands,smoker,44,13.682191590563166,40—44
men,5 least deprived,white,Yorkshire and the Humber,ex_smoker,44,31.065753234398784,40—44
men,5 least deprived,white,Yorkshire and the Humber,never_smoker,44,46.16164345509893,40—44
men,5 least deprived,white,Yorkshire and the Humber,smoker,44,12.769862918569254,40—44
women,1 most deprived,bangladeshi,London,ex_smoker,44,1.032876680618975,40—44
women,1 most deprived,bangladeshi,London,never_smoker,44,10.813698566717402,40—44
women,1 most deprived,bangladeshi,London,smoker,44,4.605479356925419,40—44
women,1 most deprived,bangladeshi,North East,never_smoker,44,1,40—44
women,1 most deprived,bangladeshi,North West,never_smoker,44,3,40—44
women,1 most deprived,bangladeshi,North West,smoker,44,2,40—44
women,1 most deprived,bangladeshi,South West,smoker,44,1,40—44
women,1 most deprived,bangladeshi,West Midlands,never_smoker,44,3.652054762810756,40—44
women,1 most deprived,black african,East Midlands,never_smoker,44,2,40—44
women,1 most deprived,black african,East Midlands,smoker,44,0.0767122970573313,40—44
women,1 most deprived,black african,East of England,ex_smoker,44,1,40—44
women,1 most deprived,black african,East of England,never_smoker,44,0.13698626966007102,40—44
women,1 most deprived,black african,London,ex_smoker,44,3,40—44
women,1 most deprived,black african,London,never_smoker,44,35.112620324711735,40—44
women,1 most deprived,black african,London,smoker,44,6.792192466047997,40—44
women,1 most deprived,black african,North East,never_smoker,44,3,40—44
women,1 most deprived,black african,North West,ex_smoker,44,1.304109557331304,40—45
women,1 most deprived,black african,North West,never_smoker,44,3.493150653221715,40—44
women,1 most deprived,black african,North West,smoker,44,4,40—44
women,1 most deprived,black african,South Central,never_smoker,44,0.9068492516489093,40—44
women,1 most deprived,black african,South Central,smoker,44,1,40—44
women,1 most deprived,black african,South West,never_smoker,44,1,40—44
women,1 most deprived,black african,West Midlands,ex_smoker,44,1,40—44
women,1 most deprived,black african,West Midlands,never_smoker,44,5,40—44
women,1 most deprived,black african,West Midlands,smoker,44,2,40—44
women,1 most deprived,black african,Yorkshire and the Humber,never_smoker,44,4.786301338153222,40—44
women,1 most deprived,black african,Yorkshire and the Humber,smoker,44,1,40—44
women,1 most deprived,black caribbean,East Midlands,never_smoker,44,1,40—44
women,1 most deprived,black caribbean,East Midlands,smoker,44,2.5863013381532216,40—44
women,1 most deprived,black caribbean,East of England,never_smoker,44,1,40—44
women,1 most deprived,black caribbean,London,ex_smoker,44,5,40—44
women,1 most deprived,black caribbean,London,never_smoker,44,18.22219455317611,40—44
women,1 most deprived,black caribbean,London,smoker,44,8.276712297057331,40—44
women,1 most deprived,black caribbean,North West,never_smoker,44,2,40—44
women,1 most deprived,black caribbean,South East Coast,smoker,44,1,40—44
women,1 most deprived,black caribbean,West Midlands,ex_smoker,44,2,40—44
women,1 most deprived,black caribbean,West Midlands,never_smoker,44,8.83835613267377,40—44
women,1 most deprived,black caribbean,West Midlands,smoker,44,1,40—44
women,1 most deprived,chinese,East Midlands,never_smoker,44,1,40—45
women,1 most deprived,chinese,East of England,never_smoker,44,2,40—44
women,1 most deprived,chinese,East of England,smoker,44,0.3726027080162354,40—44
women,1 most deprived,chinese,London,never_smoker,44,2.178082128361238,40—44
women,1 most deprived,chinese,London,smoker,44,1.9262294765735681,40—44
women,1 most deprived,chinese,North East,never_smoker,44,0.5808218860984272,40—44
women,1 most deprived,chinese,North West,never_smoker,44,1.0767122970573313,40—44
women,1 most deprived,chinese,North West,smoker,44,1,40—44
women,1 most deprived,chinese,Yorkshire and the Humber,never_smoker,44,1.5534246258244546,40—44
women,1 most deprived,indian,East Midlands,never_smoker,44,1,40—44
women,1 most deprived,indian,London,never_smoker,44,10.471232781582954,40—44
women,1 most deprived,indian,London,smoker,44,0.6657533929477423,40—44
women,1 most deprived,indian,North East,never_smoker,44,2,40—44
women,1 most deprived,indian,North West,never_smoker,44,7.295890315829528,40—44
women,1 most deprived,indian,North West,smoker,44,1,40—44
women,1 most deprived,indian,South Central,never_smoker,44,0.14794517376966007,40—44
women,1 most deprived,indian,South Central,smoker,44,1,40—44
women,1 most deprived,indian,South West,never_smoker,44,0.6328766806189752,40—44
women,1 most deprived,indian,West Midlands,ex_smoker,44,2.567123224251649,40—44
women,1 most deprived,indian,West Midlands,never_smoker,44,2,40—44
women,1 most deprived,indian,West Midlands,smoker,44,1,40—44
women,1 most deprived,indian,Yorkshire and the Humber,ex_smoker,44,1,40—44
women,1 most deprived,indian,Yorkshire and the Humber,never_smoker,44,4,40—44
women,1 most deprived,other,East Midlands,ex_smoker,44,1,40—44
women,1 most deprived,other,East Midlands,never_smoker,44,0.8989070722019834,40—44
women,1 most deprived,other,East Midlands,smoker,44,1.6465753107559613,40—44
women,1 most deprived,other,East of England,smoker,44,1.7123287354134957,40—44
women,1 most deprived,other,London,ex_smoker,44,7.043835584728564,40—44
women,1 most deprived,other,London,never_smoker,44,16.41095858701167,40—44
women,1 most deprived,other,London,smoker,44,11.860273909183157,40—44
women,1 most deprived,other,North East,smoker,44,1,40—44
women,1 most deprived,other,North West,ex_smoker,44,2,40—44
women,1 most deprived,other,North West,never_smoker,44,5.534246511922881,40—44
women,1 most deprived,other,North West,smoker,44,2.2465753107559614,40—44
women,1 most deprived,other,South Central,ex_smoker,44,1,40—44
women,1 most deprived,other,South West,never_smoker,44,1,40—44
women,1 most deprived,other,West Midlands,ex_smoker,44,4.767123255961441,40—44
women,1 most deprived,other,West Midlands,never_smoker,44,4.509589009386098,40—44
women,1 most deprived,other,Yorkshire and the Humber,ex_smoker,44,3,40—44
women,1 most deprived,other,Yorkshire and the Humber,never_smoker,44,4.276712265347539,40—44
women,1 most deprived,other,Yorkshire and the Humber,smoker,44,1.0383561326737696,40—44
women,1 most deprived,other asian,East Midlands,never_smoker,44,1,40—44
women,1 most deprived,other asian,East Midlands,smoker,44,1,40—45
women,1 most deprived,other asian,East of England,never_smoker,44,0.399999968290208,40—44
women,1 most deprived,other asian,East of England,smoker,44,0.8383561009639777,40—44
women,1 most deprived,other asian,London,ex_smoker,44,3.3945205162354135,40—44
women,1 most deprived,other asian,London,never_smoker,44,8.520547913495687,40—44
women,1 most deprived,other asian,London,smoker,44,2,40—44
women,1 most deprived,other asian,North West,never_smoker,44,3,40—44
women,1 most deprived,other asian,North West,smoker,44,1,40—45
women,1 most deprived,other asian,South Central,never_smoker,44,0.9398906787593605,40—44
women,1 most deprived,other asian,South West,never_smoker,44,0.12328763952308473,40—45
women,1 most deprived,other asian,West Midlands,ex_smoker,44,1,40—44
women,1 most deprived,other asian,West Midlands,never_smoker,44,3,40—44
women,1 most deprived,other asian,West Midlands,smoker,44,1,40—44
women,1 most deprived,other asian,Yorkshire and the Humber,never_smoker,44,2,40—44
women,1 most deprived,pakistani,East of England,ex_smoker,44,2,40—44
women,1 most deprived,pakistani,East of England,never_smoker,44,3,40—44
women,1 most deprived,pakistani,London,never_smoker,44,1.6547944888381534,40—44
women,1 most deprived,pakistani,London,smoker,44,2,40—44
women,1 most deprived,pakistani,North West,ex_smoker,44,2,40—44
women,1 most deprived,pakistani,North West,never_smoker,44,8.575342307204465,40—44
women,1 most deprived,pakistani,North West,smoker,44,3,40—44
women,1 most deprived,pakistani,South Central,never_smoker,44,0.7232876395230847,40—44
women,1 most deprived,pakistani,South East Coast,never_smoker,44,2,40—44
women,1 most deprived,pakistani,West Midlands,ex_smoker,44,5,40—44
women,1 most deprived,pakistani,West Midlands,never_smoker,44,19.71506827118214,40—44
women,1 most deprived,pakistani,West Midlands,smoker,44,6.205479420345003,40—44
women,1 most deprived,pakistani,Yorkshire and the Humber,ex_smoker,44,4,40—44
women,1 most deprived,pakistani,Yorkshire and the Humber,never_smoker,44,14.410958808980213,40—44
women,1 most deprived,pakistani,Yorkshire and the Humber,smoker,44,5.79726024226281,40—44
women,1 most deprived,white,East Midlands,ex_smoker,44,18.7398680000201,40—44
women,1 most deprived,white,East Midlands,never_smoker,44,35.219237586482826,40—44
women,1 most deprived,white,East Midlands,smoker,44,28.084931475139523,40—44
women,1 most deprived,white,East of England,ex_smoker,44,16.082273963852224,40—44
women,1 most deprived,white,East of England,never_smoker,44,34.07451137506481,40—44
women,1 most deprived,white,East of England,smoker,44,25.616438070776255,40—44
women,1 most deprived,white,London,ex_smoker,44,26.128766806189752,40—44
women,1 most deprived,white,London,never_smoker,44,60.25254091412226,40—44
women,1 most deprived,white,London,smoker,44,41.863387692753946,40—44
women,1 most deprived,white,North East,ex_smoker,44,25.76164367706748,40—44
women,1 most deprived,white,North East,never_smoker,44,38.72067494664784,40—44
women,1 most deprived,white,North East,smoker,44,31.53461311567247,40—44
women,1 most deprived,white,North West,ex_smoker,44,44.169862760020294,40—44
women,1 most deprived,white,North West,never_smoker,44,90.77808124048707,40—44
women,1 most deprived,white,North West,smoker,44,102.23066763901365,40—44
women,1 most deprived,white,South Central,ex_smoker,44,7.646575183916793,40—44
women,1 most deprived,white,South Central,never_smoker,44,6.315068398021309,40—44
women,1 most deprived,white,South Central,smoker,44,13.016632886467855,40—44
women,1 most deprived,white,South East Coast,ex_smoker,44,15.33424632166413,40—44
women,1 most deprived,white,South East Coast,never_smoker,44,17.45753405631659,40—44
women,1 most deprived,white,South East Coast,smoker,44,17.397260178843226,40—44
women,1 most deprived,white,South West,ex_smoker,44,15.80564400828752,40—44
women,1 most deprived,white,South West,never_smoker,44,42.496241916688845,40—44
women,1 most deprived,white,South West,smoker,44,18.057533961273855,40—44
women,1 most deprived,white,West Midlands,ex_smoker,44,31.449314783105024,40—44
women,1 most deprived,white,West Midlands,never_smoker,44,53.32094417430474,40—44
women,1 most deprived,white,West Midlands,smoker,44,38.11239572529478,40—44
women,1 most deprived,white,Yorkshire and the Humber,ex_smoker,44,38.460273718924405,40—44
women,1 most deprived,white,Yorkshire and the Humber,never_smoker,44,56.742465404616944,40—44
women,1 most deprived,white,Yorkshire and the Humber,smoker,44,49.38637587704433,40—44
women,2,bangladeshi,East Midlands,never_smoker,44,0.04109585870116692,40—45
women,2,bangladeshi,East of England,ex_smoker,44,2,40—44
women,2,bangladeshi,London,ex_smoker,44,1,40—44
women,2,bangladeshi,London,never_smoker,44,8.52876709157788,40—44
women,2,bangladeshi,London,smoker,44,3,40—44
women,2,bangladeshi,North East,never_smoker,44,1,40—44
women,2,bangladeshi,North West,never_smoker,44,3,40—44
women,2,bangladeshi,South Central,never_smoker,44,2,40—44
women,2,bangladeshi,South West,ex_smoker,44,0.9643835299340436,40—44
women,2,bangladeshi,West Midlands,never_smoker,44,1,40—44
women,2,black african,East Midlands,ex_smoker,44,1,40—44
women,2,black african,East Midlands,never_smoker,44,2,40—44
women,2,black african,East of England,ex_smoker,44,1.7342465436326737,40—44
women,2,black african,East of England,never_smoker,44,8.334246543632673,40—44
women,2,black african,London,ex_smoker,44,7.915068366311517,40—44
women,2,black african,London,never_smoker,44,28.589736780395654,40—44
women,2,black african,London,smoker,44,4.183561612125825,40—44
women,2,black african,North East,ex_smoker,44,0.9616438039066464,40—44
women,2,black african,North West,never_smoker,44,1,40—44
women,2,black african,South Central,ex_smoker,44,0.38356161212582446,40—44
women,2,black african,South Central,never_smoker,44,1.7205479134956874,40—44
women,2,black african,South East Coast,never_smoker,44,3,40—44
women,2,black african,South West,never_smoker,44,1,40—44
women,2,black african,West Midlands,never_smoker,44,2.879781389141874,40—44
women,2,black african,Yorkshire and the Humber,never_smoker,44,1.3917807902080161,40—45
women,2,black african,Yorkshire and the Humber,smoker,44,1,40—45
women,2,black caribbean,East Midlands,never_smoker,44,2,40—44
women,2,black caribbean,East of England,never_smoker,44,1,40—44
women,2,black caribbean,East of England,smoker,44,0.24383558472856418,40—44
women,2,black caribbean,London,ex_smoker,44,4,40—44
